"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests.TestGetAllDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","OrderService unit tests Destroit Method","OrderServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests.TestGetAllDestroitMethod"
"","35","UnitTests.UnitTests.TestBL.DestroitMethod.ItemOrderServiceUnitTests.TestAddItemOrderSuccessDestroitMethod","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","ItemOrderService unit tests Destroit Method","ItemOrderServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.ItemOrderServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.ItemOrderServiceUnitTests.TestAddItemOrderSuccessDestroitMethod"
"","3","UnitTests.UnitTests.TestBL.LondonMethod.UserServiceUnitTests.TestGetUserByIdSuccess","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","UserService unit tests London Method","UserServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.UserServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.UserServiceUnitTests.TestGetUserByIdSuccess"
"","715","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests.TestGetProductByIdSuccessDestroitMethod","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","ProductService unit tests Destroit Method","ProductServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests.TestGetProductByIdSuccessDestroitMethod"
"","3","UnitTests.UnitTests.TestBL.LondonMethod.UserServiceUnitTests.TestDeleteUserSuccess","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","UserService unit tests London Method","UserServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.UserServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.UserServiceUnitTests.TestDeleteUserSuccess"
"","15","UnitTests.UnitTests.TestBL.LondonMethod.ItemOrderServiceUnitTests.TestGetItemOrderByIdFailure","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","ItemOrderService unit tests London Method","ItemOrderServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.ItemOrderServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.ItemOrderServiceUnitTests.TestGetItemOrderByIdFailure"
"","3","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests.TestAddProductFailureDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","ProductService unit tests Destroit Method","ProductServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests.TestAddProductFailureDestroitMethod"
"","56","UnitTests.UnitTests.TestDA.UserRepositoryUnitTests.TestUpdate","","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","UserRepositoty Unit tests","DA Unit Tests","UnitTests.UnitTests.TestDA.UserRepositoryUnitTests","UnitTests.UnitTests.TestDA.UserRepositoryUnitTests.TestUpdate"
"","68","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests.TestGetAllDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","ProductService unit tests Destroit Method","ProductServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests.TestGetAllDestroitMethod"
"","672","UnitTests.UnitTests.TestBL.DestroitMethod.ItemOrderServiceUnitTests.TestGetItemOrderByIdFailureDestroitMethod","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","ItemOrderService unit tests Destroit Method","ItemOrderServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.ItemOrderServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.ItemOrderServiceUnitTests.TestGetItemOrderByIdFailureDestroitMethod"
"","130","UnitTests.UnitTests.TestBL.LondonMethod.CartServiceUnitTests.TestDeleteCartSuccess","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","CartService unit tests London Method","CartServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.CartServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.CartServiceUnitTests.TestDeleteCartSuccess"
"","6","UnitTests.UnitTests.TestBL.DestroitMethod.CartServiceUnitTests.TestUpdateCartSuccessDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","CartService unit tests Destroit Method","CartServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.CartServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.CartServiceUnitTests.TestUpdateCartSuccessDestroitMethod"
